स्थिति,सूत्र
व्यवसायात्मिका बुद्धिस्,-
बुद्धिस् एक,-
बुद्धिरुँ एक,[[ससजुषो रुः (8.2.66)]]
बुद्धिर् एक,[[तस्य लोपः (1.3.9)]]
एक इह,-
एकेह,[[आद्गुणः (6.1.87)]]
एकेह कुरुनन्दन,-
कुरुनन्दन,-
बहुशाखास् हि,-
बहुशाखारुँ हि,[[ससजुषो रुः (8.2.66)]]
बहुशाखार् हि,[[तस्य लोपः (1.3.9)]]
बहुशाखाय् हि,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
बहुशाखा हि,[[हलि सर्वेषाम् (8.3.22)]]
हि अनन्तास्,-
ह्यनन्तास्,[[इको यणचि (6.1.77)]]
ह्यनन्तास् च,-
ह्यनन्तारुँ च,[[ससजुषो रुः (8.2.66)]]
ह्यनन्तार् च,[[तस्य लोपः (1.3.9)]]
ह्यनन्ताः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ह्यनन्तास् च,[[विसर्जनीयस्य सः (8.3.34)]]
ह्यनन्ताश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च बुद्धयस्,-
बुद्धयस् अव्यवसायिनाम्,-
बुद्धयरुँ अव्यवसायिनाम्,[[ससजुषो रुः (8.2.66)]]
बुद्धयर् अव्यवसायिनाम्,[[तस्य लोपः (1.3.9)]]
बुद्धय उ अव्यवसायिनाम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
बुद्धयो अव्यवसायिनाम्,[[आद्गुणः (6.1.87)]]
बुद्धयोऽव्यवसायिनाम्,[[एङः पदान्तादति (6.1.109)]]
बुद्धयोऽव्यवसायिनाम्,-
