स्थिति,सूत्र
कार्पण्यदोषोपहतस्वभावस् पृच्छामि,-
कार्पण्यदोषोपहतस्वभावरुँ पृच्छामि,[[ससजुषो रुः (8.2.66)]]
कार्पण्यदोषोपहतस्वभावर् पृच्छामि,[[तस्य लोपः (1.3.9)]]
कार्पण्यदोषोपहतस्वभावः पृच्छामि,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कार्पण्यदोषोपहतस्वभावः पृच्छामि,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पृच्छामि त्वाम्,-
त्वाम् धर्मसम्मूढचेतास्,-
त्वां धर्मसम्मूढचेतास्,[[मोऽनुस्वारः (8.3.23)]]
धर्मसम्मूढचेतास्,-
धर्मसम्मूढचेतारुँ,[[ससजुषो रुः (8.2.66)]]
धर्मसम्मूढचेतार्,[[तस्य लोपः (1.3.9)]]
धर्मसम्मूढचेताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यत् श्रेयस्,-
यद् श्रेयस्,[[झलां जशोऽन्ते (8.2.39)]]
यज् श्रेयस्,[[स्तोः श्चुना श्चुः (8.4.40)]]
यच् श्रेयस्,[[खरि च (8.4.55)]]
यच्छ्रेयस्,[[शशछोऽटि (8.4.63)]]
यच्छ्रेयस् स्यात्,-
यच्छ्रेयरुँ स्यात्,[[ससजुषो रुः (8.2.66)]]
यच्छ्रेयर् स्यात्,[[तस्य लोपः (1.3.9)]]
यच्छ्रेयः स्यात्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यच्छ्रेयः स्यात्,[[वा शरि (8.3.36)]]
स्यात् निश्चितम्,-
स्याद् निश्चितम्,[[झलां जशोऽन्ते (8.2.39)]]
स्यान् निश्चितम्,[[यरोऽनुनासिकेऽनुनासिको वा (8.4.45)]]
निश्चितम् ब्रूहि,-
निश्चितं ब्रूहि,[[मोऽनुस्वारः (8.3.23)]]
ब्रूहि तत्,-
तत् मे,-
तद् मे,[[झलां जशोऽन्ते (8.2.39)]]
तन् मे,[[यरोऽनुनासिकेऽनुनासिको वा (8.4.45)]]
मे शिष्यस्,-
शिष्यस् ते,-
शिष्यरुँ ते,[[ससजुषो रुः (8.2.66)]]
शिष्यर् ते,[[तस्य लोपः (1.3.9)]]
शिष्यः ते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
शिष्यस् ते,[[विसर्जनीयस्य सः (8.3.34)]]
ते अहम्,-
तेऽहम्,[[एङः पदान्तादति (6.1.109)]]
तेऽहम् शाधि,-
तेऽहं शाधि,[[मोऽनुस्वारः (8.3.23)]]
शाधि माम्,-
माम् त्वाम्,-
मां त्वाम्,[[मोऽनुस्वारः (8.3.23)]]
त्वाम् प्रपन्नम्,-
त्वां प्रपन्नम्,[[मोऽनुस्वारः (8.3.23)]]
प्रपन्नम्,-
