स्थिति,सूत्र
समस् अहम्,-
समरुँ अहम्,[[ससजुषो रुः (8.2.66)]]
समर् अहम्,[[तस्य लोपः (1.3.9)]]
सम उ अहम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
समो अहम्,[[आद्गुणः (6.1.87)]]
समोऽहम्,[[एङः पदान्तादति (6.1.109)]]
समोऽहम् सर्वभूतेषु,-
समोऽहं सर्वभूतेषु,[[मोऽनुस्वारः (8.3.23)]]
सर्वभूतेषु न,-
न मे,-
मे द्वेष्यस्,-
द्वेष्यस् अस्ति,-
द्वेष्यरुँ अस्ति,[[ससजुषो रुः (8.2.66)]]
द्वेष्यर् अस्ति,[[तस्य लोपः (1.3.9)]]
द्वेष्य उ अस्ति,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
द्वेष्यो अस्ति,[[आद्गुणः (6.1.87)]]
द्वेष्योऽस्ति,[[एङः पदान्तादति (6.1.109)]]
द्वेष्योऽस्ति न,-
न प्रियस्,-
प्रियस्,-
प्रियरुँ,[[ससजुषो रुः (8.2.66)]]
प्रियर्,[[तस्य लोपः (1.3.9)]]
प्रियः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ये भजन्ति,-
भजन्ति तु,-
तु माम्,-
माम् भक्त्या,-
मां भक्त्या,[[मोऽनुस्वारः (8.3.23)]]
भक्त्या मयि,-
मयि ते,-
ते तेषु,-
तेषु च,-
च अपि,-
चापि,[[अकः सवर्णे दीर्घः (6.1.101)]]
चापि अहम्,-
चाप्यहम्,[[इको यणचि (6.1.77)]]
चाप्यहम्,-
