स्थिति,सूत्र
सत्त्वात् सञ्जायते,-
सत्त्वाद् सञ्जायते,[[झलां जशोऽन्ते (8.2.39)]]
सत्त्वात् सञ्जायते,[[खरि च (8.4.55)]]
सञ्जायते ज्ञानम्,-
ज्ञानम् रजसस्,-
ज्ञानं रजसस्,[[मोऽनुस्वारः (8.3.23)]]
रजसस् लोभस्,-
रजसरुँ लोभस्,[[ससजुषो रुः (8.2.66)]]
रजसर् लोभस्,[[तस्य लोपः (1.3.9)]]
रजस उ लोभस्,[[हशि च (6.1.114)]]
रजसो लोभस्,[[आद्गुणः (6.1.87)]]
लोभस् एव,-
लोभरुँ एव,[[ससजुषो रुः (8.2.66)]]
लोभर् एव,[[तस्य लोपः (1.3.9)]]
लोभय् एव,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
लोभ एव,[[लोपः शाकल्यस्य (8.3.19)]]
एव च,-
च,-
प्रमादमोहौ तमसस्,-
तमसस् भवतस्,-
तमसरुँ भवतस्,[[ससजुषो रुः (8.2.66)]]
तमसर् भवतस्,[[तस्य लोपः (1.3.9)]]
तमस उ भवतस्,[[हशि च (6.1.114)]]
तमसो भवतस्,[[आद्गुणः (6.1.87)]]
भवतस् अज्ञानम्,-
भवतरुँ अज्ञानम्,[[ससजुषो रुः (8.2.66)]]
भवतर् अज्ञानम्,[[तस्य लोपः (1.3.9)]]
भवत उ अज्ञानम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
भवतो अज्ञानम्,[[आद्गुणः (6.1.87)]]
भवतोऽज्ञानम्,[[एङः पदान्तादति (6.1.109)]]
भवतोऽज्ञानम् एव,-
एव च,-
च,-
