स्थिति,सूत्र
वक्तुम् अर्हसि,-
अर्हसि अशेषेण,-
अर्हस्यशेषेण,[[इको यणचि (6.1.77)]]
अर्हस्यशेषेण दिव्यास्,-
दिव्यास् हि,-
दिव्यारुँ हि,[[ससजुषो रुः (8.2.66)]]
दिव्यार् हि,[[तस्य लोपः (1.3.9)]]
दिव्याय् हि,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
दिव्या हि,[[हलि सर्वेषाम् (8.3.22)]]
हि आत्मविभूतयस्,-
ह्यात्मविभूतयस्,[[इको यणचि (6.1.77)]]
ह्यात्मविभूतयस्,-
ह्यात्मविभूतयरुँ,[[ससजुषो रुः (8.2.66)]]
ह्यात्मविभूतयर्,[[तस्य लोपः (1.3.9)]]
ह्यात्मविभूतयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
याभिस् विभूतिभिस्,-
याभिरुँ विभूतिभिस्,[[ससजुषो रुः (8.2.66)]]
याभिर् विभूतिभिस्,[[तस्य लोपः (1.3.9)]]
विभूतिभिस् लोकान्,-
विभूतिभिरुँ लोकान्,[[ससजुषो रुः (8.2.66)]]
विभूतिभिर् लोकान्,[[तस्य लोपः (1.3.9)]]
लोकान् इमान्,-
इमान् त्वम्,-
इमांरुँ त्वम्,[[नश्छव्यप्रशान् (8.3.7)]]
इमांर् त्वम्,[[तस्य लोपः (1.3.9)]]
इमांः त्वम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
इमांस् त्वम्,[[विसर्जनीयस्य सः (8.3.34)]]
त्वम् व्याप्य,-
त्वं व्याप्य,[[मोऽनुस्वारः (8.3.23)]]
व्याप्य तिष्ठसि,-
तिष्ठसि,-
