स्थिति,सूत्र
रुद्रादित्यास् वसवस्,-
रुद्रादित्यारुँ वसवस्,[[ससजुषो रुः (8.2.66)]]
रुद्रादित्यार् वसवस्,[[तस्य लोपः (1.3.9)]]
रुद्रादित्याय् वसवस्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
रुद्रादित्या वसवस्,[[हलि सर्वेषाम् (8.3.22)]]
वसवस् ये,-
वसवरुँ ये,[[ससजुषो रुः (8.2.66)]]
वसवर् ये,[[तस्य लोपः (1.3.9)]]
वसव उ ये,[[हशि च (6.1.114)]]
वसवो ये,[[आद्गुणः (6.1.87)]]
ये च,-
च साध्यास्,-
साध्यास् विश्वे,-
साध्यारुँ विश्वे,[[ससजुषो रुः (8.2.66)]]
साध्यार् विश्वे,[[तस्य लोपः (1.3.9)]]
साध्याय् विश्वे,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
साध्या विश्वे,[[हलि सर्वेषाम् (8.3.22)]]
विश्वे अश्विनौ,-
विश्वेऽश्विनौ,[[एङः पदान्तादति (6.1.109)]]
विश्वेऽश्विनौ मरुतस्,-
मरुतस् च,-
मरुतरुँ च,[[ससजुषो रुः (8.2.66)]]
मरुतर् च,[[तस्य लोपः (1.3.9)]]
मरुतः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मरुतस् च,[[विसर्जनीयस्य सः (8.3.34)]]
मरुतश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च उष्मपास्,-
चोष्मपास्,[[आद्गुणः (6.1.87)]]
चोष्मपास् च,-
चोष्मपारुँ च,[[ससजुषो रुः (8.2.66)]]
चोष्मपार् च,[[तस्य लोपः (1.3.9)]]
चोष्मपाः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
चोष्मपास् च,[[विसर्जनीयस्य सः (8.3.34)]]
चोष्मपाश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च,-
गन्धर्वयक्षासुरसिद्धसङ्घास् वीक्षन्ते,-
गन्धर्वयक्षासुरसिद्धसङ्घारुँ वीक्षन्ते,[[ससजुषो रुः (8.2.66)]]
गन्धर्वयक्षासुरसिद्धसङ्घार् वीक्षन्ते,[[तस्य लोपः (1.3.9)]]
गन्धर्वयक्षासुरसिद्धसङ्घाय् वीक्षन्ते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
गन्धर्वयक्षासुरसिद्धसङ्घा वीक्षन्ते,[[हलि सर्वेषाम् (8.3.22)]]
वीक्षन्ते त्वाम्,-
त्वाम् विस्मितास्,-
त्वां विस्मितास्,[[मोऽनुस्वारः (8.3.23)]]
विस्मितास् च,-
विस्मितारुँ च,[[ससजुषो रुः (8.2.66)]]
विस्मितार् च,[[तस्य लोपः (1.3.9)]]
विस्मिताः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
विस्मितास् च,[[विसर्जनीयस्य सः (8.3.34)]]
विस्मिताश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च एव,-
चैव,[[वृद्धिरेचि (6.1.88)]]
चैव सर्वे,-
सर्वे,-
