स्थिति,सूत्र
यदा विनियतम्,-
विनियतम् चित्तम्,-
विनियतं चित्तम्,[[मोऽनुस्वारः (8.3.23)]]
चित्तम् आत्मनि,-
आत्मनि एव,-
आत्मन्येव,[[इको यणचि (6.1.77)]]
आत्मन्येव अवतिष्ठते,-
आत्मन्येवावतिष्ठते,[[अकः सवर्णे दीर्घः (6.1.101)]]
आत्मन्येवावतिष्ठते,-
निःस्पृहस् सर्वकामेभ्यस्,-
निःस्पृहरुँ सर्वकामेभ्यस्,[[ससजुषो रुः (8.2.66)]]
निःस्पृहर् सर्वकामेभ्यस्,[[तस्य लोपः (1.3.9)]]
निःस्पृहः सर्वकामेभ्यस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
निःस्पृहः सर्वकामेभ्यस्,[[वा शरि (8.3.36)]]
सर्वकामेभ्यस् युक्तस्,-
सर्वकामेभ्यरुँ युक्तस्,[[ससजुषो रुः (8.2.66)]]
सर्वकामेभ्यर् युक्तस्,[[तस्य लोपः (1.3.9)]]
सर्वकामेभ्य उ युक्तस्,[[हशि च (6.1.114)]]
सर्वकामेभ्यो युक्तस्,[[आद्गुणः (6.1.87)]]
युक्तस् इति,-
युक्तरुँ इति,[[ससजुषो रुः (8.2.66)]]
युक्तर् इति,[[तस्य लोपः (1.3.9)]]
युक्तय् इति,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
युक्त इति,[[लोपः शाकल्यस्य (8.3.19)]]
इति उच्यते,-
इत्युच्यते,[[इको यणचि (6.1.77)]]
इत्युच्यते तदा,-
तदा,-
