स्थिति,सूत्र
कथम् विद्याम्,-
कथं विद्याम्,[[मोऽनुस्वारः (8.3.23)]]
विद्याम् अहम्,-
अहम् योगिन्,-
अहं योगिन्,[[मोऽनुस्वारः (8.3.23)]]
योगिन् त्वाम्,-
योगिंरुँ त्वाम्,[[नश्छव्यप्रशान् (8.3.7)]]
योगिंर् त्वाम्,[[तस्य लोपः (1.3.9)]]
योगिंः त्वाम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
योगिंस् त्वाम्,[[विसर्जनीयस्य सः (8.3.34)]]
त्वाम् सदा,-
त्वां सदा,[[मोऽनुस्वारः (8.3.23)]]
सदा परिचिन्तयन्,-
परिचिन्तयन्,-
केषु केषु,-
केषु च,-
च भावेषु,-
भावेषु चिन्त्यस्,-
चिन्त्यस् असि,-
चिन्त्यरुँ असि,[[ससजुषो रुः (8.2.66)]]
चिन्त्यर् असि,[[तस्य लोपः (1.3.9)]]
चिन्त्य उ असि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
चिन्त्यो असि,[[आद्गुणः (6.1.87)]]
चिन्त्योऽसि,[[एङः पदान्तादति (6.1.109)]]
चिन्त्योऽसि भगवन्,-
भगवन् मया,-
मया,-
