स्थिति,सूत्र
इति अर्जुनम्,-
इत्यर्जुनम्,[[इको यणचि (6.1.77)]]
इत्यर्जुनम् वासुदेवस्,-
इत्यर्जुनं वासुदेवस्,[[मोऽनुस्वारः (8.3.23)]]
वासुदेवस् तथा,-
वासुदेवरुँ तथा,[[ससजुषो रुः (8.2.66)]]
वासुदेवर् तथा,[[तस्य लोपः (1.3.9)]]
वासुदेवः तथा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
वासुदेवस् तथा,[[विसर्जनीयस्य सः (8.3.34)]]
तथा उक्त्वा,-
तथोक्त्वा,[[आद्गुणः (6.1.87)]]
तथोक्त्वा स्वकम्,-
स्वकम् रूपम्,-
स्वकं रूपम्,[[मोऽनुस्वारः (8.3.23)]]
रूपम् दर्शयामास,-
रूपं दर्शयामास,[[मोऽनुस्वारः (8.3.23)]]
दर्शयामास भूयस्,-
भूयस्,-
भूयरुँ,[[ससजुषो रुः (8.2.66)]]
भूयर्,[[तस्य लोपः (1.3.9)]]
भूयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
आश्वासयामास च,-
च भीतम्,-
भीतम् एनम्,-
एनम् भूत्वा,-
एनं भूत्वा,[[मोऽनुस्वारः (8.3.23)]]
भूत्वा पुनर्,-
पुनर् सौम्यवपुस्,-
पुनः सौम्यवपुस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
पुनः सौम्यवपुस्,[[वा शरि (8.3.36)]]
सौम्यवपुस् महात्मा,-
सौम्यवपुरुँ महात्मा,[[ससजुषो रुः (8.2.66)]]
सौम्यवपुर् महात्मा,[[तस्य लोपः (1.3.9)]]
महात्मा,-
