स्थिति,सूत्र
सर्वयोनिषु कौन्तेय,-
कौन्तेय मूर्तयस्,-
मूर्तयस् सम्भवन्ति,-
मूर्तयरुँ सम्भवन्ति,[[ससजुषो रुः (8.2.66)]]
मूर्तयर् सम्भवन्ति,[[तस्य लोपः (1.3.9)]]
मूर्तयः सम्भवन्ति,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मूर्तयः सम्भवन्ति,[[वा शरि (8.3.36)]]
सम्भवन्ति यास्,-
यास्,-
यारुँ,[[ससजुषो रुः (8.2.66)]]
यार्,[[तस्य लोपः (1.3.9)]]
याः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तासाम् ब्रह्म,-
तासां ब्रह्म,[[मोऽनुस्वारः (8.3.23)]]
ब्रह्म महत्,-
महत् योनिस्,-
महद् योनिस्,[[झलां जशोऽन्ते (8.2.39)]]
योनिस् अहम्,-
योनिरुँ अहम्,[[ससजुषो रुः (8.2.66)]]
योनिर् अहम्,[[तस्य लोपः (1.3.9)]]
अहम् बीजप्रदस्,-
अहं बीजप्रदस्,[[मोऽनुस्वारः (8.3.23)]]
बीजप्रदस् पिता,-
बीजप्रदरुँ पिता,[[ससजुषो रुः (8.2.66)]]
बीजप्रदर् पिता,[[तस्य लोपः (1.3.9)]]
बीजप्रदः पिता,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
बीजप्रदः पिता,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पिता,-
