स्थिति,सूत्र
इन्द्रियाणि मनस्,-
मनस् बुद्धिस्,-
मनरुँ बुद्धिस्,[[ससजुषो रुः (8.2.66)]]
मनर् बुद्धिस्,[[तस्य लोपः (1.3.9)]]
मन उ बुद्धिस्,[[हशि च (6.1.114)]]
मनो बुद्धिस्,[[आद्गुणः (6.1.87)]]
बुद्धिस् अस्य,-
बुद्धिरुँ अस्य,[[ससजुषो रुः (8.2.66)]]
बुद्धिर् अस्य,[[तस्य लोपः (1.3.9)]]
अस्य अधिष्ठानम्,-
अस्याधिष्ठानम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
अस्याधिष्ठानम् उच्यते,-
उच्यते,-
एतैस् विमोहयति,-
एतैरुँ विमोहयति,[[ससजुषो रुः (8.2.66)]]
एतैर् विमोहयति,[[तस्य लोपः (1.3.9)]]
विमोहयति एषस्,-
विमोहयत्येषस्,[[इको यणचि (6.1.77)]]
विमोहयत्येषस् ज्ञानम्,-
विमोहयत्येष ज्ञानम्,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
ज्ञानम् आवृत्य,-
आवृत्य देहिनम्,-
देहिनम्,-
