स्थिति,सूत्र
भक्त्या तु,-
तु अनन्यया,-
त्वनन्यया,[[इको यणचि (6.1.77)]]
त्वनन्यया शक्यस्,-
शक्यस् अहम्,-
शक्यरुँ अहम्,[[ससजुषो रुः (8.2.66)]]
शक्यर् अहम्,[[तस्य लोपः (1.3.9)]]
शक्य उ अहम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
शक्यो अहम्,[[आद्गुणः (6.1.87)]]
शक्योऽहम्,[[एङः पदान्तादति (6.1.109)]]
शक्योऽहम् एवम्,-
एवम् विधस्,-
एवं विधस्,[[मोऽनुस्वारः (8.3.23)]]
विधस् अर्जुन,-
विधरुँ अर्जुन,[[ससजुषो रुः (8.2.66)]]
विधर् अर्जुन,[[तस्य लोपः (1.3.9)]]
विध उ अर्जुन,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
विधो अर्जुन,[[आद्गुणः (6.1.87)]]
विधोऽर्जुन,[[एङः पदान्तादति (6.1.109)]]
विधोऽर्जुन,-
ज्ञातुम् द्रष्टुम्,-
ज्ञातुं द्रष्टुम्,[[मोऽनुस्वारः (8.3.23)]]
द्रष्टुम् च,-
द्रष्टुं च,[[मोऽनुस्वारः (8.3.23)]]
च तत्त्वेन,-
तत्त्वेन प्रवेष्टुम्,-
प्रवेष्टुम् च,-
प्रवेष्टुं च,[[मोऽनुस्वारः (8.3.23)]]
च परन्तप,-
परन्तप,-
