स्थिति,सूत्र
गुरून् अहत्वा,-
अहत्वा हि,-
हि महानुभावान्,-
महानुभावान् श्रेयस्,-
श्रेयस् भोक्तुम्,-
श्रेयरुँ भोक्तुम्,[[ससजुषो रुः (8.2.66)]]
श्रेयर् भोक्तुम्,[[तस्य लोपः (1.3.9)]]
श्रेय उ भोक्तुम्,[[हशि च (6.1.114)]]
श्रेयो भोक्तुम्,[[आद्गुणः (6.1.87)]]
भोक्तुम् भैक्ष्यम्,-
भोक्तुं भैक्ष्यम्,[[मोऽनुस्वारः (8.3.23)]]
भैक्ष्यम् अपि,-
अपि इह,-
अपीह,[[अकः सवर्णे दीर्घः (6.1.101)]]
अपीह लोके,-
लोके,-
हत्वार्थकामान् तु,-
हत्वार्थकामांरुँ तु,[[नश्छव्यप्रशान् (8.3.7)]]
हत्वार्थकामांर् तु,[[तस्य लोपः (1.3.9)]]
हत्वार्थकामांः तु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
हत्वार्थकामांस् तु,[[विसर्जनीयस्य सः (8.3.34)]]
तु गुरून्,-
गुरून् इह,-
इह एव,-
इहैव,[[वृद्धिरेचि (6.1.88)]]
इहैव भुञ्जीय,-
भुञ्जीय भोगान्,-
भोगान् रुधिरप्रदिग्धान्,-
रुधिरप्रदिग्धान्,-
