स्थिति,सूत्र
भक्त्या माम्,-
माम् अभिजानाति,-
अभिजानाति यावान्,-
यावान् यस्,-
यस् च,-
यरुँ च,[[ससजुषो रुः (8.2.66)]]
यर् च,[[तस्य लोपः (1.3.9)]]
यः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यस् च,[[विसर्जनीयस्य सः (8.3.34)]]
यश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च अस्मि,-
चास्मि,[[अकः सवर्णे दीर्घः (6.1.101)]]
चास्मि तत्त्वतस्,-
तत्त्वतस्,-
तत्त्वतरुँ,[[ससजुषो रुः (8.2.66)]]
तत्त्वतर्,[[तस्य लोपः (1.3.9)]]
तत्त्वतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ततस् माम्,-
ततरुँ माम्,[[ससजुषो रुः (8.2.66)]]
ततर् माम्,[[तस्य लोपः (1.3.9)]]
तत उ माम्,[[हशि च (6.1.114)]]
ततो माम्,[[आद्गुणः (6.1.87)]]
माम् तत्त्वतस्,-
मां तत्त्वतस्,[[मोऽनुस्वारः (8.3.23)]]
तत्त्वतस् ज्ञात्वा,-
तत्त्वतरुँ ज्ञात्वा,[[ससजुषो रुः (8.2.66)]]
तत्त्वतर् ज्ञात्वा,[[तस्य लोपः (1.3.9)]]
तत्त्वत उ ज्ञात्वा,[[हशि च (6.1.114)]]
तत्त्वतो ज्ञात्वा,[[आद्गुणः (6.1.87)]]
ज्ञात्वा विशते,-
विशते तत्,-
तत् अनन्तरम्,-
तद् अनन्तरम्,[[झलां जशोऽन्ते (8.2.39)]]
अनन्तरम्,-
