स्थिति,सूत्र
ज्ञानविज्ञानतृप्तात्मा कूटस्थस्,-
कूटस्थस् विजितेन्द्रियस्,-
कूटस्थरुँ विजितेन्द्रियस्,[[ससजुषो रुः (8.2.66)]]
कूटस्थर् विजितेन्द्रियस्,[[तस्य लोपः (1.3.9)]]
कूटस्थ उ विजितेन्द्रियस्,[[हशि च (6.1.114)]]
कूटस्थो विजितेन्द्रियस्,[[आद्गुणः (6.1.87)]]
विजितेन्द्रियस्,-
विजितेन्द्रियरुँ,[[ससजुषो रुः (8.2.66)]]
विजितेन्द्रियर्,[[तस्य लोपः (1.3.9)]]
विजितेन्द्रियः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
युक्तस् इति,-
युक्तरुँ इति,[[ससजुषो रुः (8.2.66)]]
युक्तर् इति,[[तस्य लोपः (1.3.9)]]
युक्तय् इति,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
युक्त इति,[[लोपः शाकल्यस्य (8.3.19)]]
इति उच्यते,-
इत्युच्यते,[[इको यणचि (6.1.77)]]
इत्युच्यते योगी,-
योगी समलोष्टाश्मकाञ्चनस्,-
समलोष्टाश्मकाञ्चनस्,-
समलोष्टाश्मकाञ्चनरुँ,[[ससजुषो रुः (8.2.66)]]
समलोष्टाश्मकाञ्चनर्,[[तस्य लोपः (1.3.9)]]
समलोष्टाश्मकाञ्चनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
