स्थिति,सूत्र
प्रसादे सर्वदुःखानाम्,-
सर्वदुःखानाम् हानिस्,-
सर्वदुःखानां हानिस्,[[मोऽनुस्वारः (8.3.23)]]
हानिस् अस्य,-
हानिरुँ अस्य,[[ससजुषो रुः (8.2.66)]]
हानिर् अस्य,[[तस्य लोपः (1.3.9)]]
अस्य उपजायते,-
अस्योपजायते,[[आद्गुणः (6.1.87)]]
अस्योपजायते,-
प्रसन्नचेतसस् हि,-
प्रसन्नचेतसरुँ हि,[[ससजुषो रुः (8.2.66)]]
प्रसन्नचेतसर् हि,[[तस्य लोपः (1.3.9)]]
प्रसन्नचेतस उ हि,[[हशि च (6.1.114)]]
प्रसन्नचेतसो हि,[[आद्गुणः (6.1.87)]]
हि आशु,-
ह्याशु,[[इको यणचि (6.1.77)]]
ह्याशु बुद्धिस्,-
बुद्धिस् पर्यवतिष्ठते,-
बुद्धिरुँ पर्यवतिष्ठते,[[ससजुषो रुः (8.2.66)]]
बुद्धिर् पर्यवतिष्ठते,[[तस्य लोपः (1.3.9)]]
बुद्धिः पर्यवतिष्ठते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
बुद्धिः पर्यवतिष्ठते,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पर्यवतिष्ठते,-
