स्थिति,सूत्र
ते तम्,-
तम् भुक्त्वा,-
तं भुक्त्वा,[[मोऽनुस्वारः (8.3.23)]]
भुक्त्वा स्वर्गलोकम्,-
स्वर्गलोकम् विशालम्,-
स्वर्गलोकं विशालम्,[[मोऽनुस्वारः (8.3.23)]]
विशालम् क्षीणे,-
विशालं क्षीणे,[[मोऽनुस्वारः (8.3.23)]]
क्षीणे पुण्ये,-
पुण्ये मर्त्यलोकम्,-
मर्त्यलोकम् विशन्ति,-
मर्त्यलोकं विशन्ति,[[मोऽनुस्वारः (8.3.23)]]
विशन्ति,-
एवम् त्रयीधर्मम्,-
एवं त्रयीधर्मम्,[[मोऽनुस्वारः (8.3.23)]]
त्रयीधर्मम् अनुप्रपन्नास्,-
अनुप्रपन्नास् गतागतम्,-
अनुप्रपन्नारुँ गतागतम्,[[ससजुषो रुः (8.2.66)]]
अनुप्रपन्नार् गतागतम्,[[तस्य लोपः (1.3.9)]]
अनुप्रपन्नाय् गतागतम्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
अनुप्रपन्ना गतागतम्,[[हलि सर्वेषाम् (8.3.22)]]
गतागतम् कामकामास्,-
गतागतं कामकामास्,[[मोऽनुस्वारः (8.3.23)]]
कामकामास् लभन्ते,-
कामकामारुँ लभन्ते,[[ससजुषो रुः (8.2.66)]]
कामकामार् लभन्ते,[[तस्य लोपः (1.3.9)]]
कामकामाय् लभन्ते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
कामकामा लभन्ते,[[हलि सर्वेषाम् (8.3.22)]]
लभन्ते,-
