स्थिति,सूत्र
महाभूतानि अहङ्कारस्,-
महाभूतान्यहङ्कारस्,[[इको यणचि (6.1.77)]]
महाभूतान्यहङ्कारस् बुद्धिस्,-
महाभूतान्यहङ्काररुँ बुद्धिस्,[[ससजुषो रुः (8.2.66)]]
महाभूतान्यहङ्कारर् बुद्धिस्,[[तस्य लोपः (1.3.9)]]
महाभूतान्यहङ्कार उ बुद्धिस्,[[हशि च (6.1.114)]]
महाभूतान्यहङ्कारो बुद्धिस्,[[आद्गुणः (6.1.87)]]
बुद्धिस् अव्यक्तम्,-
बुद्धिरुँ अव्यक्तम्,[[ससजुषो रुः (8.2.66)]]
बुद्धिर् अव्यक्तम्,[[तस्य लोपः (1.3.9)]]
अव्यक्तम् एव,-
एव च,-
च,-
इन्द्रियाणि दशैकम्,-
दशैकम् च,-
दशैकं च,[[मोऽनुस्वारः (8.3.23)]]
च पञ्च,-
पञ्च च,-
च इन्द्रियगोचरास्,-
चेन्द्रियगोचरास्,[[आद्गुणः (6.1.87)]]
चेन्द्रियगोचरास्,-
चेन्द्रियगोचरारुँ,[[ससजुषो रुः (8.2.66)]]
चेन्द्रियगोचरार्,[[तस्य लोपः (1.3.9)]]
चेन्द्रियगोचराः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
