स्थिति,सूत्र
मात्रास्पर्शास् तु,-
मात्रास्पर्शारुँ तु,[[ससजुषो रुः (8.2.66)]]
मात्रास्पर्शार् तु,[[तस्य लोपः (1.3.9)]]
मात्रास्पर्शाः तु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मात्रास्पर्शास् तु,[[विसर्जनीयस्य सः (8.3.34)]]
तु कौन्तेय,-
कौन्तेय शीतोष्णसुखदुःखदास्,-
शीतोष्णसुखदुःखदास्,-
शीतोष्णसुखदुःखदारुँ,[[ससजुषो रुः (8.2.66)]]
शीतोष्णसुखदुःखदार्,[[तस्य लोपः (1.3.9)]]
शीतोष्णसुखदुःखदाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
आगमापायिनस् अनित्यास्,-
आगमापायिनरुँ अनित्यास्,[[ससजुषो रुः (8.2.66)]]
आगमापायिनर् अनित्यास्,[[तस्य लोपः (1.3.9)]]
आगमापायिन उ अनित्यास्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
आगमापायिनो अनित्यास्,[[आद्गुणः (6.1.87)]]
आगमापायिनोऽनित्यास्,[[एङः पदान्तादति (6.1.109)]]
आगमापायिनोऽनित्यास् तान्,-
आगमापायिनोऽनित्यारुँ तान्,[[ससजुषो रुः (8.2.66)]]
आगमापायिनोऽनित्यार् तान्,[[तस्य लोपः (1.3.9)]]
आगमापायिनोऽनित्याः तान्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
आगमापायिनोऽनित्यास् तान्,[[विसर्जनीयस्य सः (8.3.34)]]
तान् तितिक्षस्व,-
तांरुँ तितिक्षस्व,[[नश्छव्यप्रशान् (8.3.7)]]
तांर् तितिक्षस्व,[[तस्य लोपः (1.3.9)]]
तांः तितिक्षस्व,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तांस् तितिक्षस्व,[[विसर्जनीयस्य सः (8.3.34)]]
तितिक्षस्व भारत,-
भारत,-
