स्थिति,सूत्र
त्रैगुण्यविषयास् वेदास्,-
त्रैगुण्यविषयारुँ वेदास्,[[ससजुषो रुः (8.2.66)]]
त्रैगुण्यविषयार् वेदास्,[[तस्य लोपः (1.3.9)]]
त्रैगुण्यविषयाय् वेदास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
त्रैगुण्यविषया वेदास्,[[हलि सर्वेषाम् (8.3.22)]]
वेदास् निस्त्रैगुण्यस्,-
वेदारुँ निस्त्रैगुण्यस्,[[ससजुषो रुः (8.2.66)]]
वेदार् निस्त्रैगुण्यस्,[[तस्य लोपः (1.3.9)]]
वेदाय् निस्त्रैगुण्यस्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
वेदा निस्त्रैगुण्यस्,[[हलि सर्वेषाम् (8.3.22)]]
निस्त्रैगुण्यस् भव,-
निस्त्रैगुण्यरुँ भव,[[ससजुषो रुः (8.2.66)]]
निस्त्रैगुण्यर् भव,[[तस्य लोपः (1.3.9)]]
निस्त्रैगुण्य उ भव,[[हशि च (6.1.114)]]
निस्त्रैगुण्यो भव,[[आद्गुणः (6.1.87)]]
भव अर्जुन,-
भवार्जुन,[[अकः सवर्णे दीर्घः (6.1.101)]]
भवार्जुन,-
निर्द्वन्द्वस् नित्यसत्त्वस्थस्,-
निर्द्वन्द्वरुँ नित्यसत्त्वस्थस्,[[ससजुषो रुः (8.2.66)]]
निर्द्वन्द्वर् नित्यसत्त्वस्थस्,[[तस्य लोपः (1.3.9)]]
निर्द्वन्द्व उ नित्यसत्त्वस्थस्,[[हशि च (6.1.114)]]
निर्द्वन्द्वो नित्यसत्त्वस्थस्,[[आद्गुणः (6.1.87)]]
नित्यसत्त्वस्थस् निर्योगक्षेमस्,-
नित्यसत्त्वस्थरुँ निर्योगक्षेमस्,[[ससजुषो रुः (8.2.66)]]
नित्यसत्त्वस्थर् निर्योगक्षेमस्,[[तस्य लोपः (1.3.9)]]
नित्यसत्त्वस्थ उ निर्योगक्षेमस्,[[हशि च (6.1.114)]]
नित्यसत्त्वस्थो निर्योगक्षेमस्,[[आद्गुणः (6.1.87)]]
निर्योगक्षेमस् आत्मवान्,-
निर्योगक्षेमरुँ आत्मवान्,[[ससजुषो रुः (8.2.66)]]
निर्योगक्षेमर् आत्मवान्,[[तस्य लोपः (1.3.9)]]
निर्योगक्षेमय् आत्मवान्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
निर्योगक्षेम आत्मवान्,[[लोपः शाकल्यस्य (8.3.19)]]
आत्मवान्,-
